Объект;Адрес;Местонахождение и Описание;№ Акта;Дата;№ Акта;Дата;ЗиП;Примечание;;;;;;;;;;;;;;;;;;
Спальный корпус;9.1.63;ИПД-РК с адресом 9.1.63 № 1291 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;9.1.67;ИПД-РК с адресом 9.1.67 № 1291 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;6.2.109;ИПД-РК с адресом 6.2.109 № 1363 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;6.2.111;ИПД-РК с адресом 6.2.111 № 1366 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;6.2.112;ИПД-РК с адресом 6.2.112 № 1368 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;7.1.68;ИПД-РК с адресом 7.1.68 № 1374 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;7.1.72;ИПД-РК с адресом 7.1.72 № 1374 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;7.2.59;ИПД-РК с адресом 7.2.59 № 1382 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;7.2.62;ИПД-РК с адресом 7.2.62 № 1382 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;8.1.58;ИПД-РК с адресом 8.1.58 № 1387 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;21.1.115;ИПД-РК с адресом 21.1.115 13 этаж 4 секция, лифтовый холл - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;21.1.116;ИПД-РК с адресом 21.1.116 13 этаж 4 секция, лифтовый холл - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;21.1.106;ИПД-РК с адресом 21.1.106 № 1389 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;21.1.107;ИПД-РК с адресом 21.1.107 № 1389 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;21.1.108;ИПД-РК с адресом 21.1.108 № 1389 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;9.1.42;ИПД-РК с адресом 9.1.42 № 1391 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;9.1.43;ИПД-РК с адресом 9.1.43 № 1391 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;9.1.46;ИПД-РК с адресом 9.1.46 № 1391 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;9.1.47;ИПД-РК с адресом 9.1.47 № 1391 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;9.1.58;ИПД-РК с адресом 9.1.58 № 1392 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.38;ИПД-РК с адресом 1.2.38 № 1406 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;2.1.101;ИПД-РК с адресом 2.1.101 № 1414 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;2.1.104;ИПД-РК с адресом 2.1.104 № 1414 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.1.18;ИПД-РК с адресом 1.1.18 № 1419 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;3.1.3;ИПД-РК с адресом 3.1.3 № 1433 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;3.1.40;ИПД-РК с адресом 3.1.40 № 1434 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;3.1.183;ИПД-РК с адресом 3.1.183 № 1440 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;5.1.28;ИПД-РК с адресом 5.1.28 14 этаж 2 секция, лифтовый холл - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;5.2.35;ИПД-РК с адресом 5.2.35 № 1448 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;6.1.29;ИПД-РК с адресом 6.1.29 № 1455 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;6.1.37;ИПД-РК с адресом 6.1.37 № 1460 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;6.2.79;ИПД-РК с адресом 6.2.79 № 1461 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;6.2.81;ИПД-РК с адресом 6.2.81 № 1461 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;6.2.86;ИПД-РК с адресом 6.2.86 № 1462 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;6.2.88;ИПД-РК с адресом 6.2.88 № 1466 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;6.2.89;ИПД-РК с адресом 6.2.89 № 1468 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;7.1.43;ИПД-РК с адресом 7.1.43 № 1470 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;7.1.44;ИПД-РК с адресом 7.1.44 № 1472 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;7.2.36;ИПД-РК с адресом 7.2.36 № 1482 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;7.2.40;ИПД-РК с адресом 7.2.40 № 1482 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;8.1.28;ИПД-РК с адресом 8.1.28 № 1485 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;8.1.32;ИПД-РК с адресом 8.1.32 № 1485 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;8.1.37;ИПД-РК с адресом 8.1.37 № 1486 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;9.1.31;ИПД-РК с адресом 9.1.31 № 1492 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;9.1.33;ИПД-РК с адресом 9.1.33 № 1492 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;9.1.38;ИПД-РК с адресом 9.1.38 № 1493 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;9.1.39;ИПД-РК с адресом 9.1.39 № 1493 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.6;ИПД-РК с адресом 1.2.6 № 1501 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.12;ИПД-РК с адресом 1.2.12 № 1502 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.16;ИПД-РК с адресом 1.2.16 № 1502 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.3;ИПД-РК с адресом 1.2.3 № 1503 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.7;ИПД-РК с адресом 1.2.7 № 1503 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.13;ИПД-РК с адресом 1.2.13 № 1504 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.17;ИПД-РК с адресом 1.2.17 № 1504 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.4;ИПД-РК с адресом 1.2.4 № 1505 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.8;ИПД-РК с адресом 1.2.8 № 1505 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.18;ИПД-РК с адресом 1.2.18 № 1506 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.9;ИПД-РК с адресом 1.2.9 № 1507 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.19;ИПД-РК с адресом 1.2.19 № 1508 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.71;ИПД-РК с адресом 1.2.71 № 1509 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;2.1.69;ИПД-РК с адресом 2.1.69 № 1509 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.77;ИПД-РК с адресом 1.2.77 № 1510 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.72;ИПД-РК с адресом 1.2.72 № 1511 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
Спальный корпус;1.2.75;ИПД-РК с адресом 1.2.75 № 1512 - неисправность питания;АО№1153;15.11.2022;АВР№1154;15.11.2022;ER14505 - 1шт;Устранено;;;;;;;;;;;;;;;;;;
